id,code,name,dish_type,cooking_method,description,instructions,tags,ingredients_json,is_active
,DISH-SAV-029,Cá ngừ sốt cà,savory,braise,Cá ngừ sốt cà định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu/kho đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Cá ngừ"",""quantity"":160,""unit"":""g""},{""name"":""Cà chua"",""quantity"":120,""unit"":""g""},{""name"":""Hành tây"",""quantity"":40,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SAV-030,Cá nục kho,savory,braise,Cá nục kho định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu/kho đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Cá nục"",""quantity"":170,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""},{""name"":""Đường"",""quantity"":4,""unit"":""g""},{""name"":""Hành tím"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-031,Cá chép hấp hành,savory,steam,Cá chép hấp hành định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; hấp đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,ít dầu","[{""name"":""Cá chép"",""quantity"":180,""unit"":""g""},{""name"":""Hành lá"",""quantity"":15,""unit"":""g""},{""name"":""Gừng"",""quantity"":8,""unit"":""g""},{""name"":""Xì dầu"",""quantity"":8,""unit"":""ml""}]",true
,DISH-SAV-032,Cá trích kho nghệ,savory,braise,Cá trích kho nghệ định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu/kho đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Cá trích"",""quantity"":170,""unit"":""g""},{""name"":""Nghệ tươi"",""quantity"":10,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":8,""unit"":""ml""},{""name"":""Hành tím"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-033,Cá basa áp chảo,savory,stir_fry,Cá basa áp chảo định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Cá basa"",""quantity"":170,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":5,""unit"":""ml""},{""name"":""Tỏi"",""quantity"":5,""unit"":""g""},{""name"":""Tiêu đen"",""quantity"":1,""unit"":""g""}]",true
,DISH-SAV-034,Tôm xào rau củ,savory,stir_fry,Tôm xào rau củ định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Tôm"",""quantity"":140,""unit"":""g""},{""name"":""Bông cải xanh"",""quantity"":70,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":50,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":6,""unit"":""ml""}]",true
,DISH-SAV-035,Mực xào cần tây,savory,stir_fry,Mực xào cần tây định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Mực"",""quantity"":160,""unit"":""g""},{""name"":""Cần tây"",""quantity"":100,""unit"":""g""},{""name"":""Hành tây"",""quantity"":50,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":6,""unit"":""ml""}]",true
,DISH-SAV-036,Nghêu hấp sả,savory,steam,Nghêu hấp sả định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; hấp đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,ít dầu","[{""name"":""Nghêu"",""quantity"":250,""unit"":""g""},{""name"":""Sả"",""quantity"":20,""unit"":""g""},{""name"":""Ớt tươi"",""quantity"":5,""unit"":""g""},{""name"":""Gừng"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-037,Trứng sốt cà chua,savory,braise,Trứng sốt cà chua định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu/kho đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,đậm đà","[{""name"":""Trứng gà"",""quantity"":2,""unit"":""quả""},{""name"":""Cà chua"",""quantity"":120,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SAV-038,Đậu phụ kho nấm,savory,braise,Đậu phụ kho nấm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu/kho đến khi chín, nêm vừa ăn và dùng nóng.","chay,đậm đà","[{""name"":""Đậu phụ"",""quantity"":180,""unit"":""g""},{""name"":""Nấm hương tươi"",""quantity"":80,""unit"":""g""},{""name"":""Xì dầu"",""quantity"":10,""unit"":""ml""},{""name"":""Dầu ăn"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SAV-039,Đậu gà cà ri,savory,braise,Đậu gà cà ri định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu/kho đến khi chín, nêm vừa ăn và dùng nóng.","chay,đậm đà","[{""name"":""Đậu gà"",""quantity"":80,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Nước cốt dừa"",""quantity"":60,""unit"":""ml""},{""name"":""Bột cà ri"",""quantity"":5,""unit"":""g""}]",true
,DISH-SAV-040,Đậu phụ non hấp nấm,savory,steam,Đậu phụ non hấp nấm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; hấp đến khi chín, nêm vừa ăn và dùng nóng.","chay,ít dầu","[{""name"":""Đậu phụ non"",""quantity"":200,""unit"":""g""},{""name"":""Nấm bào ngư"",""quantity"":100,""unit"":""g""},{""name"":""Xì dầu"",""quantity"":10,""unit"":""ml""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-001,Canh cua rau đay,soup,soup,Canh cua rau đay định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Cua đồng"",""quantity"":100,""unit"":""g""},{""name"":""Rau đay"",""quantity"":80,""unit"":""g""},{""name"":""Mồng tơi"",""quantity"":40,""unit"":""g""},{""name"":""Mướp"",""quantity"":60,""unit"":""g""}]",true
,DISH-SOU-002,Canh bí đỏ thịt nạc,soup,soup,Canh bí đỏ thịt nạc định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Thịt heo nạc"",""quantity"":60,""unit"":""g""},{""name"":""Bí đỏ"",""quantity"":150,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-003,Canh cải ngọt,soup,soup,Canh cải ngọt định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Cải ngọt"",""quantity"":130,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-004,Canh rau muống,soup,soup,Canh rau muống định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Rau muống"",""quantity"":130,""unit"":""g""},{""name"":""Tỏi"",""quantity"":3,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-005,Canh mướp mồng tơi,soup,soup,Canh mướp mồng tơi định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Mướp"",""quantity"":120,""unit"":""g""},{""name"":""Mồng tơi"",""quantity"":80,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-006,Canh bí đỏ,soup,soup,Canh bí đỏ định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Bí đỏ"",""quantity"":180,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""},{""name"":""Nước mắm"",""quantity"":5,""unit"":""ml""}]",true
,DISH-SOU-007,Canh chua cá lóc,soup,soup,Canh chua cá lóc định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Cá lóc"",""quantity"":100,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Dứa"",""quantity"":60,""unit"":""g""},{""name"":""Giá đỗ"",""quantity"":40,""unit"":""g""}]",true
,DISH-SOU-008,Canh chua tôm,soup,soup,Canh chua tôm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Tôm"",""quantity"":90,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Dứa"",""quantity"":60,""unit"":""g""},{""name"":""Giá đỗ"",""quantity"":40,""unit"":""g""}]",true
,DISH-SOU-009,Canh bắp cải thịt bằm,soup,soup,Canh bắp cải thịt bằm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Bắp cải"",""quantity"":130,""unit"":""g""},{""name"":""Thịt heo nạc"",""quantity"":60,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-010,Canh khoai tây cà rốt,soup,soup,Canh khoai tây cà rốt định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Khoai tây"",""quantity"":120,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":80,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-011,Canh bí đao thịt nạc,soup,soup,Canh bí đao thịt nạc định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Bí đao"",""quantity"":160,""unit"":""g""},{""name"":""Thịt heo nạc"",""quantity"":60,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-012,Canh khổ qua nhồi thịt,soup,soup,Canh khổ qua nhồi thịt định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Khổ qua"",""quantity"":160,""unit"":""g""},{""name"":""Thịt heo nạc"",""quantity"":80,""unit"":""g""},{""name"":""Nấm hương tươi"",""quantity"":20,""unit"":""g""}]",true
,DISH-SOU-013,Canh cải thảo nấm,soup,soup,Canh cải thảo nấm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Cải thảo"",""quantity"":140,""unit"":""g""},{""name"":""Nấm bào ngư"",""quantity"":80,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-014,Canh nấm đậu phụ,soup,soup,Canh nấm đậu phụ định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Nấm bào ngư"",""quantity"":100,""unit"":""g""},{""name"":""Đậu phụ non"",""quantity"":120,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":40,""unit"":""g""}]",true
,DISH-SOU-015,Canh ngô ngọt gà,soup,soup,Canh ngô ngọt gà định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Ngô ngọt"",""quantity"":100,""unit"":""g""},{""name"":""Ức gà"",""quantity"":70,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":40,""unit"":""g""}]",true
,DISH-SOU-016,Canh cà chua trứng,soup,soup,Canh cà chua trứng định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Cà chua"",""quantity"":130,""unit"":""g""},{""name"":""Trứng gà"",""quantity"":1,""unit"":""quả""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-017,Canh chua cá basa,soup,soup,Canh chua cá basa định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Cá basa"",""quantity"":100,""unit"":""g""},{""name"":""Cà chua"",""quantity"":80,""unit"":""g""},{""name"":""Dứa"",""quantity"":60,""unit"":""g""},{""name"":""Giá đỗ"",""quantity"":40,""unit"":""g""}]",true
,DISH-SOU-018,Canh khoai môn sườn,soup,soup,Canh khoai môn sườn định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Khoai môn"",""quantity"":130,""unit"":""g""},{""name"":""Sườn non heo"",""quantity"":80,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-019,Canh đậu đỏ rau củ,soup,soup,Canh đậu đỏ rau củ định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Đậu đỏ"",""quantity"":50,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":60,""unit"":""g""},{""name"":""Bí ngòi"",""quantity"":80,""unit"":""g""}]",true
,DISH-SOU-020,Canh đậu lăng cà rốt,soup,soup,Canh đậu lăng cà rốt định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Đậu lăng"",""quantity"":50,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":80,""unit"":""g""},{""name"":""Cà chua"",""quantity"":60,""unit"":""g""}]",true
,DISH-SOU-021,Canh măng gà,soup,soup,Canh măng gà định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Măng tươi"",""quantity"":130,""unit"":""g""},{""name"":""Đùi gà"",""quantity"":80,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-022,Canh su su thịt bằm,soup,soup,Canh su su thịt bằm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Su su"",""quantity"":150,""unit"":""g""},{""name"":""Thịt heo nạc"",""quantity"":60,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-023,Canh cải bó xôi tôm,soup,soup,Canh cải bó xôi tôm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","giàu đạm,nhiều rau","[{""name"":""Cải bó xôi"",""quantity"":120,""unit"":""g""},{""name"":""Tôm"",""quantity"":80,""unit"":""g""},{""name"":""Hành lá"",""quantity"":5,""unit"":""g""}]",true
,DISH-SOU-024,Canh bí ngòi nấm,soup,soup,Canh bí ngòi nấm định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; nấu canh đến khi chín, nêm vừa ăn và dùng nóng.","chay,nhiều rau","[{""name"":""Bí ngòi"",""quantity"":140,""unit"":""g""},{""name"":""Nấm bào ngư"",""quantity"":80,""unit"":""g""},{""name"":""Cà rốt"",""quantity"":40,""unit"":""g""}]",true
,DISH-VEG-001,Rau muống xào tỏi,vegetable_side,stir_fry,Rau muống xào tỏi định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","nhiều rau,lành mạnh","[{""name"":""Rau muống"",""quantity"":140,""unit"":""g""},{""name"":""Tỏi"",""quantity"":6,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":6,""unit"":""ml""}]",true
,DISH-VEG-002,Cải ngọt luộc,vegetable_side,boil,Cải ngọt luộc định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; luộc/nấu đến khi chín, nêm vừa ăn và dùng nóng.","nhiều rau,ít dầu","[{""name"":""Cải ngọt"",""quantity"":160,""unit"":""g""}]",true
,DISH-VEG-003,Bông cải xào,vegetable_side,stir_fry,Bông cải xào định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","nhiều rau,lành mạnh","[{""name"":""Bông cải xanh"",""quantity"":150,""unit"":""g""},{""name"":""Tỏi"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":6,""unit"":""ml""}]",true
,DISH-VEG-004,Cà rốt xào,vegetable_side,stir_fry,Cà rốt xào định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","nhiều rau,lành mạnh","[{""name"":""Cà rốt"",""quantity"":150,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":5,""unit"":""ml""}]",true
,DISH-VEG-005,Rau đay luộc,vegetable_side,boil,Rau đay luộc định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; luộc/nấu đến khi chín, nêm vừa ăn và dùng nóng.","nhiều rau,ít dầu","[{""name"":""Rau đay"",""quantity"":150,""unit"":""g""}]",true
,DISH-VEG-006,Mồng tơi xào tỏi,vegetable_side,stir_fry,Mồng tơi xào tỏi định lượng cho một khẩu phần người lớn.,"Sơ chế nguyên liệu; xào hoặc áp chảo đến khi chín, nêm vừa ăn và dùng nóng.","nhiều rau,lành mạnh","[{""name"":""Mồng tơi"",""quantity"":150,""unit"":""g""},{""name"":""Tỏi"",""quantity"":5,""unit"":""g""},{""name"":""Dầu ăn"",""quantity"":6,""unit"":""ml""}]",true
